Kp,Ki,Kd,RiseTime,Overshoot,SettlingTime,SS_Error
20,100,2,0.327843201020935,18.9079252779752,2.93436244157004,0.00031917345297261
20,100,2.5,0.343544063935072,17.5144214851129,3.00601349042601,0.000970225803090585
20,100,3,0.358886026309545,16.4424137467248,3.073357004601,0.00140593147202894
20,100,3.5,0.373420876438587,15.5847772991477,3.13856910849468,0.00163930384385569
20,100,4,0.387528798648929,14.8694478009154,3.20291409320698,0.00155523074551844
20,100,4.5,0.401796023556716,14.2015938816881,3.27040601423945,0.00100410911537596
20,100,5,0.415832096822614,13.6469310816689,3.34102089451543,4.17249486556193e-05
20,120,0,0.243174480426565,37.1861799791001,3.03105306667723,0.000667508819989893
20,120,0.5,0.249885934145559,32.7953913380243,3.10628874965411,0.000513959846164203
20,120,1,0.268492452912252,28.9851887282896,3.1602576464522,0.000224023187751943
20,120,1.5,0.284589544104445,25.9700896060775,2.75293509243934,0.00103106818139098
20,120,2,0.298794262664715,23.545111935842,2.83007050100313,0.00124834944674834
20,120,2.5,0.312361927434831,21.6081984291254,2.90292856001931,0.000786351313055045
20,120,3,0.325137602946366,20.1209226622361,2.96984033029502,2.87441883398687e-05
20,120,3.5,0.337045539557983,18.9756446875115,3.03063911607549,0.00136848388421873
20,120,4,0.348273563503769,18.0332565086412,3.08595584248247,0.00239057598218839
20,120,4.5,0.359095899713702,17.2893154835066,3.13728385964385,0.00344685953531931
20,120,5,0.369787762548151,16.6535713228346,3.18672172540328,0.00400055463667637
20,140,0,0.22978373382689,42.3286711815537,3.45003936998897,0.00014684858558045
20,140,0.5,0.233205346828637,38.5585656837738,3.06018868990842,0.00142724316511833
20,140,1,0.249715033818181,34.4147320968675,3.14944265583395,0.00155293786132304
20,140,1.5,0.263861605337718,30.9981159511912,3.2299905677165,0.000395240047349144
20,140,2,0.27656458249396,28.0099967399088,3.29658002226722,0.00106368277572622
20,140,2.5,0.288345154562377,25.5041499907328,3.35163030709334,0.00241454759796267
20,140,3,0.29958034571062,23.5446748714499,3.39848219329605,0.00275911285611752
20,140,3.5,0.31026296636488,21.8206269315684,3.44581730608784,0.00218325440591127
20,140,4,0.320629887331972,20.6011620107327,3.50361460289948,0.00113620812871429
20,140,4.5,0.330408232224649,19.5552669481122,3.58750712233177,0.00073282510725925
20,140,5,0.339458378230468,18.7755657515986,3.68896691545969,0.00279044682136098
20,160,0,0.219509111389758,48.3669531067083,3.74043761968783,0.00158868183491734
20,160,0.5,0.220748014700983,43.4667185138751,3.50575982885383,0.00102509549302976
20,160,1,0.235511138957581,39.1046471153669,3.56065544684138,0.00242650819264145
20,160,1.5,0.247513336920572,35.3712935356206,3.56916936221153,0.00317212247928633
20,160,2,0.257910576614186,32.348451064334,3.23013101464686,0.00219093080193522
20,160,2.5,0.267987250147414,29.530079582945,3.30164376173615,0.000242687795025232
20,160,3,0.278067828551853,27.1521059130893,3.36064079102869,0.0023157186537528
20,160,3.5,0.288084178681352,24.9566057043945,3.41067140316987,0.00418320813612971
20,160,4,0.297923612298658,23.2085799779461,3.45657233721497,0.00473427038684027
20,160,4.5,0.307379813934591,21.7374611775066,3.50483458959399,0.00431256511287681
20,160,5,0.316274416894589,20.4949678859602,3.5613647071074,0.00271304885935719
20,180,0,0.209818382470133,55.4187479982991,4.21523880902802,0.00361456585032893
20,180,0.5,0.210154833539961,48.2108145407185,4.33453779180386,0.00665709902350842
20,180,1,0.224655294794653,42.71846677394,3.52592551852087,0.00174050663639758
20,180,1.5,0.235672043852057,38.9839711188561,3.59153772407473,0.00251141150050593
20,180,2,0.244466204012009,35.909947905484,3.63594050035716,0.00468336999490593
20,180,2.5,0.252259427119492,33.1619602066793,3.6656292333507,0.00443716939156602
20,180,3,0.260038638167878,30.7437631518624,3.6737442689604,0.00233132851012696
20,180,3.5,0.268170672037875,28.3518233957874,3.34556366023114,0.00117402817691414
20,180,4,0.276855459293755,26.2659747195095,3.86694889326346,0.00362648601219706
20,180,4.5,0.286045318140968,24.3509167919914,4.02173389130651,0.00606967717680074
20,180,5,0.295186659124289,22.6306737531386,4.15203542294777,0.00702385932651284
20,200,0,0.200295275094954,63.2950934599284,4.78410720955371,0.00480572774858434
20,200,0.5,0.199371357667403,53.8822642133994,4.69910334795732,0.00794224112013664
20,200,1,0.214545639304404,46.8904537118625,4.43043074084251,0.0092677920300368
20,200,1.5,0.225954065465859,41.9132255410083,4.52784639310829,0.0040680717675603
20,200,2,0.234339026242572,38.339668769087,3.6003462440146,0.00157349909012749
20,200,2.5,0.24081218890793,35.8147030403801,4.10846717841211,0.00625909081274079
20,200,3,0.246644444558689,33.6263801991004,4.26679034516742,0.00698602468564191
20,200,3.5,0.252620035832342,31.4132067080807,4.38276087355383,0.00509619008093665
20,200,4,0.259232195070821,29.3973025009039,4.42246472230297,0.00235531289734536
20,200,4.5,0.266617983476634,27.3344549451383,3.87210333544631,0.00191557279311194
20,200,5,0.27468260284771,25.3564204771459,3.98519366404401,0.00573529946173612
30,0,0,0.247079010739151,5.32879274722644,1.67751564895446,0.250187454009225
30,0,0.5,0.240923911205587,3.58556470498148,1.6367657003712,0.250182167610639
30,0,1,0.249298333593416,1.92959930627707,1.36137831397462,0.250178227128212
30,0,1.5,0.254818811499934,0.810185950418019,1.38546408271542,0.250172502768277
30,0,2,0.258270568629151,0.170090488123642,1.41703837158925,0.250165222312102
30,0,2.5,0.259684839338698,0.00655947031278359,1.45347062167227,0.250168553940402
30,0,3,0.259255430682845,0.00810339955372719,1.49263760273979,0.250159566641509
30,0,3.5,0.256825527806417,0.00824321232248959,1.52762381394496,0.250159705543146
30,0,4,0.252127711169007,0.0095304329743584,1.55728159632042,0.250158675693745
30,0,4.5,0.244721676298213,0.0094381031952695,1.58246389498584,0.250153052396707
30,0,5,0.237081446009932,0.0109114247947906,1.60174369253722,0.250147571069616
30,20,0,0.378093941538111,0,3.87627443310163,0.0303526661491244
30,20,0.5,0.938230028661479,0,3.88198039088486,0.0251718059377745
30,20,1,0.951810882555993,0,3.88749366667602,0.0249892333636562
30,20,1.5,0.975805124129183,0,3.8933264067396,0.0252006938741407
30,20,2,1.00510645658716,0,3.9027081375857,0.0254230172795221
30,20,2.5,1.03649999290673,0,3.90759948095507,0.0251988332880299
30,20,3,1.06844528127901,0,3.91458151753085,0.0249478523894168
30,20,3.5,1.10010670687919,0,3.91976801305726,0.0251182316925849
30,20,4,1.13112974838942,0,3.92836512569855,0.0247880086372032
30,20,4.5,1.16224529720045,0,3.93537156140982,0.0249218940973566
30,20,5,1.19231213810608,0,3.94366370986082,0.0249881208616116
30,40,0,0.305288592792226,0,2.50956481133124,0.00200496689473539
30,40,0.5,0.330713283285904,0,2.50126609509453,0.00119641828837169
30,40,1,0.373707087966791,0,2.48428280445551,0.00107016763972256
30,40,1.5,0.422076366894036,0,2.46131970452754,0.000978055667738342
30,40,2,0.471748758387707,0,2.43910635289947,0.000877841054306328
30,40,2.5,0.519924584916848,0,2.41778986293297,0.000745497110978821
30,40,3,0.563038473734055,0.0014856624622972,2.40882276660356,0.00060342686756476
30,40,3.5,0.601816469733052,0.00424974307353665,2.40725967150476,0.000483497890888196
30,40,4,0.636964189753662,0.0016022986501163,2.41290845618417,0.000340163964416829
30,40,4.5,0.66935766430573,0.00562642900698851,2.42441784430704,0.000193542947895864
30,40,5,0.698991330017053,0.00554726753456691,2.43941443991513,3.77753473265185e-05
30,60,0,0.28012976231983,6.55945734088479,1.77538457854758,6.16412259235588e-07
30,60,0.5,0.279294040256885,4.37332594211655,1.7935729987642,1.16825140463739e-05
30,60,1,0.304570471048864,2.69941477798121,1.80025031833192,1.95764328632109e-05
30,60,1.5,0.329240676552144,1.86524938117796,1.48632579648315,2.70455916415724e-05
30,60,2,0.356026453776405,1.62685644894358,1.54070016198624,3.2308842815354e-05
30,60,2.5,0.382526163001208,1.62106391270878,1.59366970255283,2.10419004058604e-05
30,60,3,0.409341012851351,1.67312986275232,1.64210180166847,1.1075879281508e-05
30,60,3.5,0.435697846750034,1.75143025740319,1.68553202685905,1.13757463559017e-05
30,60,4,0.459834874946073,1.82986904792279,1.7248568334757,5.34343048694819e-05
30,60,4.5,0.483716914057206,1.90972892101602,1.76055579872092,0.000102806749578521
30,60,5,0.505542545055002,1.99529842859916,1.79433315438888,0.000180753362786223
30,80,0,0.252171624977851,14.0508653712988,1.89209377559899,6.01185836091034e-06
30,80,0.5,0.251940230998144,11.2417569724738,1.97203927775856,6.11363272717824e-06
30,80,1,0.270884860501113,8.96418196209916,2.06016598351766,9.34920659334537e-06
30,80,1.5,0.288578029807667,7.45210285543336,2.14297494000952,1.5229575017095e-05
30,80,2,0.305636194312273,6.47692714518755,2.21799584791514,2.08199023010724e-05
30,80,2.5,0.324755517246498,5.8704196383754,2.28729990526603,3.21484991709919e-05
30,80,3,0.343102945980994,5.4973495329806,2.35288895097028,5.5342427937477e-05
30,80,3.5,0.361627094258808,5.23725160243371,2.41358523794921,8.84599232002792e-05
30,80,4,0.380015907180255,5.0597999671165,2.47159396413405,0.000123906068057789
30,80,4.5,0.397722335340877,4.93179603397587,2.52776608371672,0.000162110172325036
30,80,5,0.415237297469053,4.82873301262463,2.58160616055745,0.000197957386185665
30,100,0,0.233718847191914,20.9829202706048,1.87725342639275,4.8010082942529e-07
30,100,0.5,0.231826628079806,17.4333865681268,1.94369744696101,5.05546628626341e-06
30,100,1,0.247084597490008,14.6124378513759,2.01504987587619,9.78742196933169e-06
30,100,1.5,0.26202730493089,12.5090567418924,2.08311166535247,1.33622769520336e-05
30,100,2,0.276385867801917,11.02234325128,2.14689788115272,7.62103186313645e-06
30,100,2.5,0.290331225450265,9.98056529372004,2.20599760317958,4.33047012837751e-06
30,100,3,0.304025947901247,9.20976603269994,2.2602909052719,7.14559630743405e-06
30,100,3.5,0.317660676399249,8.63908413926395,2.31292844212464,7.53620209281713e-06
30,100,4,0.33228915693744,8.19702851089092,2.36293140295581,3.73519190544069e-05
30,100,4.5,0.34633499467151,7.84479920800789,2.41021120581555,0.000127434581198349
30,100,5,0.359918475161668,7.54474067620921,2.45509612500733,0.000265328398560749
30,120,0,0.223155179347213,27.1876888486271,2.23928786750537,7.71074857819354e-06
30,120,0.5,0.217544303046004,22.9760612652685,2.27391338526436,2.72343047713619e-06
30,120,1,0.231272692710889,19.7428824082787,2.28597573803681,7.890140657274e-06
30,120,1.5,0.243469503576955,17.1803694679233,2.00306522928817,2.64777130278837e-05
30,120,2,0.254784102091153,15.2003462065957,2.05692284193108,3.60107536789833e-05
30,120,2.5,0.265614958760481,13.7656025433224,2.10822023140734,1.82998939701751e-05
30,120,3,0.277075620607416,12.6445737705949,2.15748776531598,2.3371202408029e-05
30,120,3.5,0.288665818546533,11.7896979326016,2.20376080890633,0.000106260039297479
30,120,4,0.300085690889875,11.0827291425151,2.24807081780565,0.000194190268089312
30,120,4.5,0.31118576962441,10.5507036374663,2.29195149865853,0.000266112119248541
30,120,5,0.322146533948959,10.1040914792156,2.33334260797345,0.000291088077501889
30,140,0,0.214023688413118,32.6474368202997,2.25401698482654,3.06679493514705e-05
30,140,0.5,0.205473704433424,28.1525153239267,2.3102052033418,1.30535897004957e-05
30,140,1,0.217984139107447,24.3928817304121,2.37037904814209,9.97751346143438e-06
30,140,1.5,0.228889243189107,21.4898280773751,2.43073911436697,7.93917553587598e-07
30,140,2,0.238839166471473,19.1011193315404,2.49037322591485,4.52573668801026e-05
30,140,2.5,0.248292671165534,17.2955601344883,2.54908643353412,0.000115868069133773
30,140,3,0.257588053327138,15.8574202745563,2.60763741594574,0.000139402829614443
30,140,3.5,0.266760551110482,14.6814920219486,2.66458010977045,0.000105275269009386
30,140,4,0.275889262041782,13.7560803918118,2.71885368275623,1.10454809318927e-05
30,140,4.5,0.285455322245243,13.0067523060013,2.77082647321093,0.000198251112153214
30,140,5,0.29509920827553,12.380149991748,2.8190406367516,0.00042848774707982
30,160,0,0.206019221855308,37.3482556156821,2.62016293837799,3.55130877678356e-05
30,160,0.5,0.195979717077678,32.8457309899912,2.61479174882296,6.53241113888203e-05
30,160,1,0.20723068358597,28.7850374858545,2.34712687176272,2.42002650967521e-05
30,160,1.5,0.21681896478805,25.4288852108024,2.40741675862584,5.80379226673422e-05
30,160,2,0.225325061455502,22.7806878757614,2.4666445897973,6.93746537717699e-05
30,160,2.5,0.233638356128302,20.5602677607758,2.5245188938866,2.7654059972626e-05
30,160,3,0.241851801293379,18.8612417621689,2.58172070397137,0.000160540595987912
30,160,3.5,0.249945808781763,17.413944622084,2.63799184005181,0.000329105435788568
30,160,4,0.258029274262378,16.2659507138742,2.69301934546592,0.000402726653575325
30,160,4.5,0.266100476708412,15.264187837927,2.74597983257082,0.000365260484818331
30,160,5,0.274130478486883,14.4756341431625,2.79696227510799,0.000170623663010128
30,180,0,0.198911618256068,41.2679118482519,2.62638286150041,7.16861246827794e-05
30,180,0.5,0.187928454266228,37.3614480159373,2.67496704050691,5.82233224444284e-05
30,180,1,0.198508397553485,32.8012926913609,2.71567839827351,0.00015707259795894
30,180,1.5,0.20740641920835,29.1374935534598,2.73724098568865,3.51786212962057e-05
30,180,2,0.215142139402618,26.1488604217642,2.41942079009909,0.000132826961792176
30,180,2.5,0.222170693438635,23.6983550462188,2.47377744782607,0.000218683423650723
30,180,3,0.228921855064044,21.7247059470359,2.52641927417519,0.000142394231635312
30,180,3.5,0.235549753502288,20.00163994757,2.57847891948647,0.000127817058304336
30,180,4,0.242664481557898,18.6683668347294,2.63060122841152,0.000386358651933927
30,180,4.5,0.249916050285601,17.4437457270404,2.68186634089282,0.00068443928496742
30,180,5,0.257224758139369,16.4758383522684,2.73231604133359,0.000839379203161572
30,200,0,0.192562682795552,44.5993817499625,2.98987969965873,0.000366061220118175
30,200,0.5,0.180772456688423,41.4095510213346,2.98227424993315,0.000242999798636401
30,200,1,0.190751893745928,36.684250911387,2.71357070822519,0.00024009549108639
30,200,1.5,0.199102803786623,32.6136339563304,2.76527440372423,0.000317568562792081
30,200,2,0.206259002579456,29.2601195637793,2.81400799299199,0.000109491990422095
30,200,2.5,0.212633687419598,26.6027286351588,2.86150423989116,0.000248074632518414
30,200,3,0.218668021606751,24.2899243326429,2.90741522345351,0.000445016081113248
30,200,3.5,0.224484692373998,22.5052380515326,2.94427725511251,0.000412585167144375
30,200,4,0.230296793889016,20.9541467724672,2.56456514036354,0.000188854238982405
30,200,4.5,0.23621771901844,19.5803552225337,2.61163628126847,0.000279361325933314
30,200,5,0.242309071013402,18.4481768167089,2.65896466908908,0.000805545758490789
40,0,0,0.201857476324707,9.47379197118627,1.59756527116106,0.200159969003808
40,0,0.5,0.193519650759759,6.81145759336816,1.58518210777855,0.200154745464566
40,0,1,0.198709503366594,4.65079463222324,1.56385628691343,0.200150843608284
40,0,1.5,0.201743540432114,2.97566740141715,1.5241464283975,0.200145188093705
40,0,2,0.203392080297123,1.69795148468506,1.29982605030278,0.200142148623482
40,0,2.5,0.204113416108,0.762050855134055,1.31738249685195,0.200140478329542
40,0,3,0.204311020614734,0.190879973859159,1.33641727442661,0.200132896609254
40,0,3.5,0.20352182178291,0.00826893124070693,1.3634544848211,0.200130631843745
40,0,4,0.20202548230013,0.0091769966594768,1.39280065703713,0.200129410783215
40,0,4.5,0.199693548538086,0.00906636957547224,1.42226518143626,0.200123478697398
40,0,5,0.196251046352672,0.0111246274807186,1.44871678379477,0.200122116304641
40,20,0,0.249844820855791,0,3.85050756257187,0.0374313564466728
40,20,0.5,0.2685204805793,0,3.8560894082326,0.033211022529314
40,20,1,0.295888826776958,0,3.86110151437701,0.0331244356553285
40,20,1.5,0.345072570313958,0,3.86697780104114,0.033447405590833
40,20,2,0.476109710666818,0,3.87454879661301,0.0333317312657034
40,20,2.5,0.658903621134197,0,3.8796447000782,0.0336470371454237
40,20,3,0.709152680513244,0,3.88487106713633,0.0334762181608468
40,20,3.5,0.747868724021429,0,3.89005712037917,0.033778015592581
40,20,4,0.782097092347267,0,3.89626397914511,0.0335838649722061
40,20,4.5,0.813520247398227,0,3.90594927750657,0.033829698628364
40,20,5,0.842717039805949,0,3.91073049906023,0.0340292363686985
40,40,0,0.23886555449126,0.575681033727293,2.88570389964757,0.00537718447927638
40,40,0.5,0.249490098208041,0,2.88521257918294,0.00401947086632137
40,40,1,0.273512623688144,0,2.88397535467146,0.00388826253080488
40,40,1.5,0.29867805205846,0,2.88240571478826,0.00385706704987032
40,40,2,0.332917837862052,0,2.88453982509692,0.0038215103737147
40,40,2.5,0.376210927400962,0,2.88191738163283,0.00367403271258826
40,40,3,0.425265587721046,0,2.88000304011326,0.003512601139671
40,40,3.5,0.471663744542961,0,2.88015552836241,0.00345477329065036
40,40,4,0.511323875457555,0,2.87923421733862,0.00327914495262616
40,40,4.5,0.546069907082114,0.00176392651018986,2.8787538991318,0.00320389359037732
40,40,5,0.577485597389163,0,2.8775625803856,0.00310603634872875
40,60,0,0.225630147749489,6.24056301467857,2.0241758393098,0.000555010531642974
40,60,0.5,0.227870220777019,3.30098073843297,1.99139788734116,0.000271173088419285
40,60,1,0.243482977710688,0.952826585060396,1.9086647780605,0.000230084228570626
40,60,1.5,0.259554974057836,0.00116933444003209,1.41086862993518,0.000197799717909009
40,60,2,0.280021326783876,0,1.52668251580945,0.000162623136266693
40,60,2.5,0.300880503498853,0.00121434546789256,1.69049810435049,0.000128335467588725
40,60,3,0.323628040099348,0.002542163046515,1.75360557896208,9.08908683086018e-05
40,60,3.5,0.348910034257867,0.00547922974321047,1.79567425502065,5.44648396030301e-05
40,60,4,0.374370428536794,0.00619239103722968,1.8313048278521,2.03082445391356e-05
40,60,4.5,0.398512917014502,0.00566590925425992,1.86303169605058,1.1186732995716e-05
40,60,5,0.422117263478975,0.0086285713452261,1.89328685197207,4.60350373048257e-05
40,80,0,0.21281253053339,11.9227352743829,1.66185129754877,3.80456362303327e-07
40,80,0.5,0.21091192258916,8.5907812466643,1.67189863475317,8.34346525002694e-06
40,80,1,0.224246688161413,5.96291171113381,1.68878369934218,1.46123174808999e-05
40,80,1.5,0.237500964065806,3.97676583576774,1.70198592945165,2.21517567728924e-05
40,80,2,0.250664028433963,2.61782625933673,1.70336042703199,3.06335017394854e-05
40,80,2.5,0.264184348594109,1.92566111588386,1.39643391127131,2.726807586928e-05
40,80,3,0.279295771357723,1.66468384029821,1.43655240837264,2.73077945154299e-05
40,80,3.5,0.29650284228867,1.59538682884965,1.47778886046467,3.28341613295979e-05
40,80,4,0.313187122388348,1.59846484280741,1.51725700446815,2.84622192259221e-05
40,80,4.5,0.33024044475098,1.62844892558656,1.55297928997073,2.15822515259312e-05
40,80,5,0.347797929082654,1.66062055050118,1.5853181137754,1.91232720352374e-05
40,100,0,0.20077039854268,17.2715166357394,1.70447954051921,1.02553605896283e-05
40,100,0.5,0.199131374351846,13.5658257963397,1.74546695359252,7.64783086881771e-06
40,100,1,0.209911454880112,10.5632721314264,1.80200226758875,1.07783221447999e-05
40,100,1.5,0.220213090051744,8.33322665118494,1.86860580878615,1.57821573165684e-05
40,100,2,0.230752836139252,6.64338852299406,1.93605904974947,2.25680081138435e-05
40,100,2.5,0.241974558736967,5.53351640106772,2.00068507246453,1.95125290956e-05
40,100,3,0.253568293621865,4.83970306789203,2.05963024741044,2.17985895238915e-05
40,100,3.5,0.265426695662008,4.41917003424033,2.11538485236864,3.18525586460172e-05
40,100,4,0.27743798765788,4.15807343976582,2.16814059580132,3.6157237583101e-05
40,100,4.5,0.290743364559934,3.98192155699462,2.2181375449197,4.33591746611395e-05
40,100,5,0.304409017631016,3.8531943960268,2.26563875920867,6.17112599226033e-05
40,120,0,0.188988194437874,22.1806138800546,1.7126751616944,2.29178951793862e-06
40,120,0.5,0.189496177131498,18.2098844636381,1.75763352954076,5.4016269062096e-06
40,120,1,0.199293100960974,14.8573002291051,1.81515809565711,9.18617204104244e-06
40,120,1.5,0.208501469448371,12.3653640459945,1.87861132113689,1.47736405224919e-05
40,120,2,0.217081699826781,10.3703681869175,1.94091478628538,2.21593660261199e-05
40,120,2.5,0.225569000494682,8.89711251776113,1.99858077216412,1.93322175230382e-05
40,120,3,0.234201981685841,7.88736239617092,2.05046796569275,2.29402770954845e-05
40,120,3.5,0.243807615354791,7.18305206009446,2.09914499605105,2.84604466598282e-05
40,120,4,0.25411907768623,6.67164711792401,2.14574129068407,3.04362741678776e-05
40,120,4.5,0.264497263101089,6.29134201800596,2.18962315735774,2.42698373400518e-05
40,120,5,0.274906278047262,5.99426493123119,2.23103214003844,5.054230923629e-05
40,140,0,0.183508584719191,26.5521335981993,1.99376823364473,1.46369797837664e-06
40,140,0.5,0.181192092188346,22.5294859264878,1.74188942885217,5.14684126651233e-06
40,140,1,0.190062712158207,18.9656203105159,1.79190336999704,9.15236228760108e-06
40,140,1.5,0.198383907215711,16.0179051536741,1.84588239538564,1.4721302931564e-05
40,140,2,0.205973059103608,13.8522836255947,1.89934712490466,2.23224187827498e-05
40,140,2.5,0.213379432665007,12.106833493285,1.9507292888053,2.00943815096277e-05
40,140,3,0.220840810713216,10.755426404412,1.99796850133438,2.37176287898322e-05
40,140,3.5,0.228401848133275,9.8049306785092,2.04226448700211,1.98589294138074e-05
40,140,4,0.236120765523038,9.07060403495852,2.08412547337877,2.0081588658849e-05
40,140,4.5,0.244069239955859,8.50522671030996,2.12382754394056,4.60075309016705e-06
40,140,5,0.25325418358419,8.05439552223348,2.16243770810811,7.34985731398741e-06
40,160,0,0.179707590194651,30.2654259049417,2.03412441345415,3.43509061062619e-06
40,160,0.5,0.174754645440096,26.5314730353198,2.05543500644169,4.76402309379509e-06
40,160,1,0.182832068691751,22.7783255696718,2.06139139196889,9.30140224553178e-06
40,160,1.5,0.190113599682623,19.5769830350028,1.80790254615072,1.46678068442263e-05
40,160,2,0.196514584167161,17.0482157051236,1.85389296526458,1.6750334489668e-05
40,160,2.5,0.202831066423166,15.0403216352495,1.89856750099523,2.05786651010786e-05
40,160,3,0.209353456417385,13.5212987671677,1.94224496306332,2.90490797405507e-05
40,160,3.5,0.216009178688584,12.2489897372546,1.98272085549512,3.47668957696445e-05
40,160,4,0.222788880014074,11.3546215132229,2.02097195071678,4.35727965486521e-05
40,160,4.5,0.229690546875135,10.5994116180938,2.05765260439789,2.27978355085146e-05
40,160,5,0.236747046415698,9.9720442953894,2.09287331719533,8.48333051006733e-06
40,180,0,0.175844097539381,33.4744865090088,2.27914618342283,6.79041461593144e-06
40,180,0.5,0.168967385353594,30.2224123898969,2.08013690086395,3.6284692137567e-06
40,180,1,0.176607829243496,26.3017074387569,2.11788649729594,8.94763877012927e-06
40,180,1.5,0.183426093214246,22.9475871076634,2.15556809740915,1.61213987497355e-05
40,180,2,0.189315525348859,20.0729558197278,2.1914756856151,1.59891341366958e-05
40,180,2.5,0.194840136794175,17.9095586728746,2.2236498185163,1.46449896099021e-05
40,180,3,0.200184075767527,16.0477969075407,2.24627569410641,2.16648118311902e-05
40,180,3.5,0.205364544852022,14.6643977913126,1.92882908029034,3.63346982734658e-05
